Prompt,Completion
"Write me a tweet, under 280 characters, make it interesting and useful",Minutos antes de comenzar la cabalgata del el @_ReyGaspar nos felicitaba a_social por el trabajo de comunicación social que realizamos en #Granada ¡Gracias!
"Write me a tweet, under 280 characters, make it interesting and useful","Lo difícil no es gestionar el talento, sino el no talento. Lo importante no es motivar a la gente, sino no desmotivar a los comprometidos."
"Write me a tweet, under 280 characters, make it interesting and useful","En la era de la tecnología, no reivindicar el papel de las personas es de una cortedad de miras infinita. No se trata de buenismo. Se trata de estrategia y de sentido común. Se trata de acabar con un cierto papanatismo con el que se ha gestionado hasta hoy la innovación."
"Write me a tweet, under 280 characters, make it interesting and useful",Abres Twitter solo para 5 minutos: se hace de noche🤣
"Write me a tweet, under 280 characters, make it interesting and useful",". “De los imbéciles te puedes olvidar pero de la gente admirable, no."""
"Write me a tweet, under 280 characters, make it interesting and useful","Uno de los mejores regalos de esta Navidad, habla de la reivindicación del management humanista. No es lo mismo una empresa que un negocio. Feliz de tener como referente a 
“Liderar es servir, no servirse”
“Liderar es llenar las agendas de sentido”"
"Write me a tweet, under 280 characters, make it interesting and useful","A_social, mi pódcast favorito de 2021: ¡gracias por acompañarme en durante todo el año! #SpotifyWrapped"
"Write me a tweet, under 280 characters, make it interesting and useful",Ayer fue un gran día para dar vida a una nueva iniciativa. I Feria del voluntariado_social
"Write me a tweet, under 280 characters, make it interesting and useful","Cuando nos reunimos para algún fin, descubrimos que podemos alcanzar también otros fines cuya consecución depende de la unión.

Asociación Proyecto Hombre_ph 

Vídeo:  de sensibilización contra la adicción a la cocaína. 

#malditasganas"
"Write me a tweet, under 280 characters, make it interesting and useful","""No necesitamos un sector social capaz de vender un proyecto en tres minutos, necesitamos una sociedad que dedique a esos proyectos el tiempo que se merecen. Que escuche y reflexione. Que se conciencie y actúe."""
"Write me a tweet, under 280 characters, make it interesting and useful",Pone los pelos de punta…
"Write me a tweet, under 280 characters, make it interesting and useful",Acabo de firmar esta petición para el Gobierno de España: Sí a una ley que impulse las #EmpresasConPróposito - ¡Firma la petición!  a través de _es
"Write me a tweet, under 280 characters, make it interesting and useful","En 5 segundos, Cristiano Ronaldo hizo la mayor campaña de publicidad contra Coca-Cola, y a favor de beber agua para llevar una vida más saludable."
"Write me a tweet, under 280 characters, make it interesting and useful","Hoy desde Estrasburgo he sido invitado a participar sobre el futuro de Europa. 
Una experiencia única y espero que merezcan la pena las aportaciones y debates. _ES 

▶️ Himno de la Alegría 
🔉 
#EuropeDay🇪🇺"
"Write me a tweet, under 280 characters, make it interesting and useful",Hola #Terremoto otra vez por aquí?
"Write me a tweet, under 280 characters, make it interesting and useful",🚨La pandemia nos ha demostrado que hay cosas que son más importantes que nunca. #EsHoradeCooperar
"Write me a tweet, under 280 characters, make it interesting and useful",Hoy hace 11 años que descubrí #Twitter ¡Cuántos buenos momentos me has dado! La red social por excelencia para dar voz a los que no tienen voz. 😉
"Write me a tweet, under 280 characters, make it interesting and useful",Un aplauso a las madres antisísmicas 🤣#TerremotosGranada
"Write me a tweet, under 280 characters, make it interesting and useful","#Terremoto en #Granada 4.4
Con epicentro en Santa Fe"
"Write me a tweet, under 280 characters, make it interesting and useful","Desde luego, indignante la estigmatización que se fomenta con #MENASFuera
Entra a  y firma la petición para favorecer la autonomía y la igualdad de oportunidades de los/as jóvenes extranjeros sin apoyo familiar en proceso de emancipación al cumplir 18 años."
